row_id,spell_id,spell_name,type,class,current_category,proposed_category,specs,applications,players,context,confidence,proposal_key,decision,decision_notes
R0529,1258887,Amirdrassil's Swiftness,addition,ALL,,consumables,HUNTER Beast Mastery 154/13; SHAMAN Elemental 104/9; SHAMAN Restoration 46/3; HUNTER Marksmanship 44/5; HUNTER Survival 17/2,365,31,"Applied by 2 classes (HUNTER, SHAMAN) with 365 applications / 31 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|amirdrassil's swiftness|1258887,Rejected,I want to delete the consumables category altogether
R0530,1258890,Shaladrassil's Strength,addition,ALL,,consumables,HUNTER Beast Mastery 158/13; SHAMAN Elemental 97/9; HUNTER Marksmanship 47/5; SHAMAN Restoration 35/3; HUNTER Survival 28/2,365,31,"Applied by 2 classes (HUNTER, SHAMAN) with 365 applications / 31 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|shaladrassil's strength|1258890,Rejected,I want to delete the consumables category altogether
R0531,1268058,Deepening Temptation,addition,ALL,,consumables,MAGE Frost 65/6; WARLOCK Demonology 53/6; DEMONHUNTER Devourer 47/4; PALADIN Holy 33/3; EVOKER Preservation 31/3; DRUID Restoration 23/1; SHAMAN Elemental 21/2; SHAMAN Restoration 18/2; DRUID Balance 17/2; MAGE Arcane 16/1; PRIEST Shadow 13/1; PRIEST Holy 11/1; MONK Mistweaver 7/1,355,33,"Applied by 9 classes (DEMONHUNTER, DRUID, EVOKER, MAGE, MONK, PALADIN, PRIEST, SHAMAN, WARLOCK) with 355 applications / 33 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|deepening temptation|1268058,Rejected,I want to delete the consumables category altogether
R0532,1258885,Teldrassil's Tenacity,addition,ALL,,consumables,HUNTER Beast Mastery 133/13; SHAMAN Elemental 97/9; HUNTER Marksmanship 61/5; SHAMAN Restoration 32/3; HUNTER Survival 26/2,349,31,"Applied by 2 classes (HUNTER, SHAMAN) with 349 applications / 31 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|teldrassil's tenacity|1258885,Rejected,I want to delete the consumables category altogether
R0533,1258886,Nordrassil's Sagacity,addition,ALL,,consumables,HUNTER Beast Mastery 149/13; SHAMAN Elemental 78/9; HUNTER Marksmanship 51/5; SHAMAN Restoration 41/3; HUNTER Survival 27/2,346,31,"Applied by 2 classes (HUNTER, SHAMAN) with 346 applications / 31 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|nordrassil's sagacity|1258886,Rejected,I want to delete the consumables category altogether
R0534,1235111,Flask of the Shattered Sun,addition,ALL,,consumables,DEATHKNIGHT Blood 112/8; SHAMAN Restoration 80/8; WARLOCK Demonology 21/16; WARLOCK Destruction 18/1; WARRIOR Arms 16/9; MAGE Frost 14/6; DEMONHUNTER Havoc 9/7; DEATHKNIGHT Frost 8/7; DEATHKNIGHT Unholy 8/7; HUNTER Beast Mastery 6/4; SHAMAN Elemental 6/3; PRIEST Discipline 5/2; DEMONHUNTER Devourer 4/2; HUNTER Marksmanship 4/3; MAGE Arcane 4/3; MONK Windwalker 4/1; PALADIN Protection 4/4; MONK Brewmaster 3/3; PRIEST Holy 3/3; ROGUE Outlaw 3/2; PALADIN Retribution 2/2; ROGUE Assassination 2/2; EVOKER Devastation 1/1; PALADIN Holy 1/1; ROGUE Subtlety 1/1; SHAMAN Enhancement 1/1; WARLOCK Affliction 1/1,341,107,"Applied by 12 classes (DEATHKNIGHT, DEMONHUNTER, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 341 applications / 107 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|flask of the shattered sun|1235111,Rejected,I want to delete the consumables category altogether
R0535,1236118,Cauterizing Bolts,addition,ALL,,consumables,DRUID Restoration 198/1; SHAMAN Restoration 66/1; MONK Mistweaver 36/1; SHAMAN Elemental 30/1,330,3,"Applied by 3 classes (DRUID, MONK, SHAMAN) with 330 applications / 3 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|cauterizing bolts|1236118,Rejected,I want to delete the consumables category altogether
R0536,1272942,Telluric Leyblossom,addition,ALL,,consumables,SHAMAN Restoration 174/2; PRIEST Shadow 56/1; WARLOCK Demonology 40/1; MAGE Fire 25/1; MAGE Frost 21/1; HUNTER Beast Mastery 7/1; DRUID Feral 6/1,329,8,"Applied by 6 classes (DRUID, HUNTER, MAGE, PRIEST, SHAMAN, WARLOCK) with 329 applications / 8 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|telluric leyblossom|1272942,Rejected,I want to delete the consumables category altogether
R0537,1247579,Jan'alai's Warmth,addition,ALL,,consumables,PRIEST Shadow 74/3; MAGE Arcane 61/2; HUNTER Survival 44/1; DEATHKNIGHT Frost 37/1; PALADIN Retribution 29/1; WARRIOR Fury 28/1; HUNTER Beast Mastery 25/1; SHAMAN Elemental 25/1,323,11,"Applied by 7 classes (DEATHKNIGHT, HUNTER, MAGE, PALADIN, PRIEST, SHAMAN, WARRIOR) with 323 applications / 11 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|jan'alai's warmth|1247579,Rejected,I want to delete the consumables category altogether
R0538,1218713,Explosive Adrenaline,addition,ALL,,consumables,HUNTER Survival 93/4; DEATHKNIGHT Unholy 70/3; DEATHKNIGHT Frost 25/1; SHAMAN Enhancement 25/1; MONK Brewmaster 24/1; PALADIN Protection 21/1; PALADIN Retribution 21/1; HUNTER Beast Mastery 20/1; HUNTER Marksmanship 18/1,317,14,"Applied by 5 classes (DEATHKNIGHT, HUNTER, MONK, PALADIN, SHAMAN) with 317 applications / 14 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|explosive adrenaline|1218713,Rejected,I want to delete the consumables category altogether
R0539,1218715,Maybe Stop Blowing Up,addition,ALL,,consumables,HUNTER Survival 93/4; DEATHKNIGHT Unholy 70/3; DEATHKNIGHT Frost 25/1; SHAMAN Enhancement 25/1; MONK Brewmaster 24/1; PALADIN Protection 21/1; PALADIN Retribution 21/1; HUNTER Beast Mastery 20/1; HUNTER Marksmanship 18/1,317,14,"Applied by 5 classes (DEATHKNIGHT, HUNTER, MONK, PALADIN, SHAMAN) with 317 applications / 14 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|maybe stop blowing up|1218715,Rejected,I want to delete the consumables category altogether
R0540,1265808,Umbral Plume,addition,ALL,,consumables,PALADIN Retribution 76/2; WARRIOR Arms 74/3; HUNTER Beast Mastery 48/2; MONK Brewmaster 41/1; DEMONHUNTER Havoc 28/1; HUNTER Marksmanship 25/1; PALADIN Protection 19/1,311,11,"Applied by 5 classes (DEMONHUNTER, HUNTER, MONK, PALADIN, WARRIOR) with 311 applications / 11 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|umbral plume|1265808,Rejected,I want to delete the consumables category altogether
R0541,449275,Nascent Empowerment,addition,ALL,,consumables,DRUID Restoration 151/1; MONK Brewmaster 56/2; SHAMAN Restoration 47/1; SHAMAN Elemental 21/1; PRIEST Holy 18/1; MAGE Frost 17/1,310,6,"Applied by 5 classes (DRUID, MAGE, MONK, PRIEST, SHAMAN) with 310 applications / 6 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|nascent empowerment|449275,Rejected,I want to delete the consumables category altogether
R0542,1239221,Diamantine Voidcore,addition,ALL,,consumables,DEMONHUNTER Devourer 97/3; MAGE Frost 58/2; WARLOCK Destruction 41/1; SHAMAN Elemental 38/1; EVOKER Preservation 34/1; DRUID Restoration 32/1,300,9,"Applied by 6 classes (DEMONHUNTER, DRUID, EVOKER, MAGE, SHAMAN, WARLOCK) with 300 applications / 9 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|diamantine voidcore|1239221,Rejected,I want to delete the consumables category altogether
R0543,1295735,Battle Fervor,addition,ALL,,consumables,WARRIOR Arms 96/6; DEATHKNIGHT Unholy 44/3; ROGUE Subtlety 35/1; PALADIN Retribution 31/1; HUNTER Beast Mastery 26/4; ROGUE Outlaw 22/2; DEATHKNIGHT Blood 15/1; DEATHKNIGHT Frost 13/1; HUNTER Marksmanship 8/1,290,20,"Applied by 5 classes (DEATHKNIGHT, HUNTER, PALADIN, ROGUE, WARRIOR) with 290 applications / 20 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|battle fervor|1295735,Rejected,I want to delete the consumables category altogether
R0544,1256697,Find Lumber,addition,ALL,,consumables,PALADIN Retribution 27/24; DRUID Restoration 25/11; WARLOCK Demonology 25/14; MAGE Arcane 21/14; MAGE Frost 17/8; DEMONHUNTER Devourer 16/13; HUNTER Beast Mastery 14/8; DEATHKNIGHT Unholy 13/7; DRUID Balance 11/9; PALADIN Holy 10/8; SHAMAN Elemental 9/6; PRIEST Holy 8/8; SHAMAN Restoration 8/4; WARLOCK Destruction 8/4; PALADIN Protection 6/4; PRIEST Discipline 6/3; WARRIOR Arms 6/5; DEMONHUNTER Vengeance 5/3; DRUID Feral 5/3; DEATHKNIGHT Frost 4/4; MONK Windwalker 4/4; ROGUE Outlaw 4/2; WARRIOR Fury 4/4; DEATHKNIGHT Blood 3/3; DRUID Guardian 3/1; EVOKER Preservation 3/3; WARLOCK Affliction 3/2; EVOKER Augmentation 2/2; EVOKER Devastation 2/2; HUNTER Survival 2/2; MAGE Fire 2/2; MONK Brewmaster 2/2; PRIEST Shadow 2/2; ROGUE Assassination 2/2; SHAMAN Enhancement 2/2; DEMONHUNTER Havoc 1/1; HUNTER Marksmanship 1/1; MONK Mistweaver 1/1; WARRIOR Protection 1/1,288,196,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 288 applications / 196 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|find lumber|1256697,Rejected,I want to delete the consumables category altogether
R0545,1305376,Devoured Strength,addition,ALL,,consumables,DEATHKNIGHT Unholy 57/4; ROGUE Assassination 47/4; DEATHKNIGHT Frost 43/3; PALADIN Retribution 41/3; DEMONHUNTER Vengeance 20/2; HUNTER Marksmanship 13/1; MONK Brewmaster 13/1; MONK Windwalker 13/1; WARRIOR Fury 13/1; DEATHKNIGHT Blood 12/1; ROGUE Outlaw 11/1; HUNTER Beast Mastery 4/1,287,23,"Applied by 7 classes (DEATHKNIGHT, DEMONHUNTER, HUNTER, MONK, PALADIN, ROGUE, WARRIOR) with 287 applications / 23 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|devoured strength|1305376,Rejected,I want to delete the consumables category altogether
R0546,1297761,Voracious Heart of Ula'tek,addition,ALL,,consumables,DEATHKNIGHT Unholy 57/4; ROGUE Assassination 47/4; DEATHKNIGHT Frost 43/3; PALADIN Retribution 41/3; DEMONHUNTER Vengeance 20/2; HUNTER Marksmanship 13/1; MONK Brewmaster 13/1; MONK Windwalker 13/1; WARRIOR Fury 13/1; DEATHKNIGHT Blood 12/1; ROGUE Outlaw 11/1; HUNTER Beast Mastery 4/1,287,23,"Applied by 7 classes (DEATHKNIGHT, DEMONHUNTER, HUNTER, MONK, PALADIN, ROGUE, WARRIOR) with 287 applications / 23 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|voracious heart of ula'tek|1297761,Rejected,I want to delete the consumables category altogether
R0547,1235108,Flask of the Magisters,addition,ALL,,consumables,HUNTER Beast Mastery 71/22; PALADIN Retribution 40/32; DRUID Balance 21/8; DEMONHUNTER Devourer 19/13; MAGE Frost 18/8; PALADIN Holy 16/8; HUNTER Survival 13/5; SHAMAN Elemental 13/9; WARRIOR Fury 10/7; DEATHKNIGHT Unholy 7/4; MAGE Arcane 7/6; WARLOCK Demonology 7/4; PRIEST Shadow 6/5; DEATHKNIGHT Blood 4/1; WARLOCK Destruction 4/2; DRUID Restoration 3/2; HUNTER Marksmanship 3/1; DEATHKNIGHT Frost 2/2; DEMONHUNTER Havoc 2/2; DEMONHUNTER Vengeance 2/2; MONK Windwalker 2/2; PRIEST Holy 2/2; DRUID Feral 1/1; DRUID Guardian 1/1; EVOKER Preservation 1/1; MAGE Fire 1/1; ROGUE Subtlety 1/1; SHAMAN Enhancement 1/1; SHAMAN Restoration 1/1,279,149,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 279 applications / 149 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|flask of the magisters|1235108,Rejected,I want to delete the consumables category altogether
R0548,1260316,Mark of Frost,addition,ALL,,consumables,PALADIN Protection 138/3; DEATHKNIGHT Blood 54/2; MONK Brewmaster 43/1; DEMONHUNTER Vengeance 29/1,264,7,"Applied by 4 classes (DEATHKNIGHT, DEMONHUNTER, MONK, PALADIN) with 264 applications / 7 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|mark of frost|1260316,Rejected,I want to delete the consumables category altogether
R0549,2383,Find Herbs,addition,ALL,,consumables,DRUID Balance 54/10; DRUID Restoration 30/15; PALADIN Retribution 21/14; DRUID Guardian 16/8; WARLOCK Demonology 12/10; DEATHKNIGHT Unholy 11/5; DEMONHUNTER Devourer 8/5; HUNTER Beast Mastery 8/6; SHAMAN Elemental 8/5; SHAMAN Enhancement 7/3; EVOKER Preservation 6/3; MONK Windwalker 6/3; PALADIN Protection 6/4; DEMONHUNTER Havoc 5/4; DEMONHUNTER Vengeance 5/2; EVOKER Devastation 5/2; MAGE Arcane 5/4; MAGE Frost 5/5; SHAMAN Restoration 5/5; WARLOCK Destruction 5/3; HUNTER Survival 4/2; PRIEST Holy 4/4; PRIEST Shadow 4/4; WARLOCK Affliction 4/3; PALADIN Holy 3/3; DEATHKNIGHT Blood 2/2; DEATHKNIGHT Frost 2/2; ROGUE Outlaw 2/2; WARRIOR Arms 2/2; DRUID Feral 1/1; EVOKER Augmentation 1/1; MONK Mistweaver 1/1; PRIEST Discipline 1/1; ROGUE Subtlety 1/1; WARRIOR Fury 1/1; WARRIOR Protection 1/1,262,146,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 262 applications / 146 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|find herbs|2383,Rejected,I want to delete the consumables category altogether
R0550,225787,Sign of the Warrior,addition,ALL,,consumables,DEATHKNIGHT Blood 29/8; DRUID Balance 23/4; HUNTER Beast Mastery 23/12; PALADIN Protection 23/5; MONK Mistweaver 21/4; MAGE Arcane 17/12; PALADIN Holy 16/5; SHAMAN Restoration 15/2; DEMONHUNTER Devourer 11/5; PALADIN Retribution 10/8; WARLOCK Demonology 7/6; PRIEST Shadow 6/5; WARLOCK Destruction 6/2; DEATHKNIGHT Unholy 4/3; DEMONHUNTER Havoc 4/2; DEMONHUNTER Vengeance 4/2; DRUID Restoration 4/3; WARRIOR Arms 4/3; DEATHKNIGHT Frost 3/3; DRUID Guardian 3/1; EVOKER Preservation 3/2; MONK Windwalker 3/2; PRIEST Discipline 3/3; ROGUE Assassination 3/2; ROGUE Outlaw 3/3; MAGE Frost 2/2; DRUID Feral 1/1; EVOKER Augmentation 1/1; HUNTER Survival 1/1; PRIEST Holy 1/1; SHAMAN Elemental 1/1; WARLOCK Affliction 1/1; WARRIOR Fury 1/1; WARRIOR Protection 1/1,258,113,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 258 applications / 113 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|sign of the warrior|225787,Rejected,I want to delete the consumables category altogether
R0551,1232065,Food & Drink,addition,ALL,,consumables,SHAMAN Restoration 49/3; DRUID Restoration 43/8; PRIEST Holy 20/5; DEATHKNIGHT Blood 16/3; HUNTER Beast Mastery 10/6; MAGE Arcane 10/5; PALADIN Retribution 10/8; PALADIN Holy 8/4; DEMONHUNTER Devourer 6/5; DEMONHUNTER Havoc 5/5; MAGE Frost 5/5; MONK Mistweaver 5/1; WARLOCK Destruction 5/1; DEATHKNIGHT Frost 4/1; HUNTER Marksmanship 4/3; HUNTER Survival 4/2; WARLOCK Demonology 4/4; WARRIOR Arms 4/2; DEATHKNIGHT Unholy 3/2; DRUID Balance 3/3; DRUID Guardian 3/3; EVOKER Augmentation 3/3; EVOKER Devastation 3/2; PALADIN Protection 3/3; SHAMAN Elemental 3/3; DEMONHUNTER Vengeance 2/1; DRUID Feral 2/1; PRIEST Discipline 2/1; WARRIOR Fury 2/2; EVOKER Preservation 1/1; MONK Brewmaster 1/1; ROGUE Outlaw 1/1; SHAMAN Enhancement 1/1,245,99,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 245 applications / 99 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|food & drink|1232065,Rejected,I want to delete the consumables category altogether
R0552,2580,Find Minerals,addition,ALL,,consumables,PALADIN Retribution 32/25; DEATHKNIGHT Unholy 19/12; WARRIOR Arms 18/10; DRUID Restoration 17/9; DEATHKNIGHT Blood 12/8; DEMONHUNTER Devourer 12/7; PALADIN Protection 11/8; WARLOCK Demonology 11/8; DRUID Guardian 9/4; HUNTER Beast Mastery 9/5; PALADIN Holy 8/8; SHAMAN Enhancement 8/4; DEMONHUNTER Vengeance 6/3; HUNTER Survival 6/4; WARRIOR Fury 6/6; DEMONHUNTER Havoc 5/4; MAGE Frost 5/3; WARLOCK Affliction 5/3; DRUID Balance 4/3; EVOKER Preservation 4/3; SHAMAN Elemental 4/2; WARLOCK Destruction 4/2; WARRIOR Protection 4/4; DEATHKNIGHT Frost 3/3; MAGE Arcane 3/3; PRIEST Holy 3/3; HUNTER Marksmanship 2/2; MONK Windwalker 2/2; PRIEST Shadow 2/2; SHAMAN Restoration 2/2; EVOKER Augmentation 1/1; MAGE Fire 1/1; MONK Brewmaster 1/1; ROGUE Assassination 1/1; ROGUE Outlaw 1/1; ROGUE Subtlety 1/1,242,166,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 242 applications / 166 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|find minerals|2580,Rejected,I want to delete the consumables category altogether
R0553,1269918,Drink,addition,ALL,,consumables,DRUID Restoration 60/11; SHAMAN Restoration 46/3; PRIEST Holy 26/7; PALADIN Holy 13/5; PALADIN Retribution 10/8; HUNTER Beast Mastery 8/6; DEATHKNIGHT Blood 6/3; DEMONHUNTER Devourer 6/5; PRIEST Discipline 6/1; MAGE Frost 5/5; WARLOCK Destruction 5/1; DEATHKNIGHT Frost 4/1; HUNTER Survival 4/2; DEMONHUNTER Havoc 3/3; DRUID Balance 3/3; EVOKER Augmentation 3/3; WARLOCK Demonology 3/3; DEMONHUNTER Vengeance 2/1; DRUID Feral 2/1; DRUID Guardian 2/2; EVOKER Devastation 2/1; HUNTER Marksmanship 2/2; MAGE Arcane 2/2; WARRIOR Fury 2/2; DEATHKNIGHT Unholy 1/1; EVOKER Preservation 1/1; MONK Brewmaster 1/1; PALADIN Protection 1/1; ROGUE Outlaw 1/1; SHAMAN Elemental 1/1; SHAMAN Enhancement 1/1; WARRIOR Arms 1/1,233,89,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 233 applications / 89 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|drink|1269918,Rejected,I want to delete the consumables category altogether
R0554,1291791,Drink,addition,ALL,,consumables,SHAMAN Restoration 95/8; DRUID Restoration 92/3; MONK Mistweaver 16/2; PALADIN Holy 13/4; PRIEST Discipline 9/3; PALADIN Protection 3/1; EVOKER Preservation 1/1; PRIEST Holy 1/1,230,23,"Applied by 6 classes (DRUID, EVOKER, MONK, PALADIN, PRIEST, SHAMAN) with 230 applications / 23 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|drink|1291791,Rejected,I want to delete the consumables category altogether
R0555,415603,Encapsulated Destiny,addition,ALL,,consumables,PALADIN Protection 52/2; HUNTER Beast Mastery 50/5; PALADIN Holy 33/7; PALADIN Retribution 16/9; MAGE Frost 9/4; DRUID Restoration 8/4; MAGE Arcane 7/5; MONK Windwalker 6/2; DEMONHUNTER Devourer 4/4; DRUID Balance 4/4; DRUID Guardian 4/2; ROGUE Outlaw 4/2; EVOKER Devastation 3/2; SHAMAN Elemental 3/3; DEATHKNIGHT Unholy 2/2; EVOKER Preservation 2/2; HUNTER Survival 2/1; MONK Brewmaster 2/2; PRIEST Holy 2/2; PRIEST Shadow 2/2; WARLOCK Demonology 2/2; WARLOCK Destruction 2/2; WARRIOR Arms 2/1; WARRIOR Fury 2/2; DEMONHUNTER Havoc 1/1; DEMONHUNTER Vengeance 1/1; MAGE Fire 1/1; PRIEST Discipline 1/1; SHAMAN Enhancement 1/1; SHAMAN Restoration 1/1,229,77,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 229 applications / 77 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|encapsulated destiny|415603,Rejected,I want to delete the consumables category altogether
R0556,449100,Storm's Fury,addition,ALL,,consumables,DRUID Restoration 183/2; EVOKER Augmentation 24/1; MAGE Frost 18/1,225,4,"Applied by 3 classes (DRUID, EVOKER, MAGE) with 225 applications / 4 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|storm's fury|449100,Rejected,I want to delete the consumables category altogether
R0557,471521,Sign of the Explorer,addition,ALL,,consumables,DEATHKNIGHT Blood 39/4; SHAMAN Restoration 20/2; HUNTER Beast Mastery 16/4; DEMONHUNTER Devourer 13/10; PALADIN Holy 13/6; PALADIN Retribution 12/8; DRUID Balance 10/3; DRUID Restoration 10/2; MAGE Frost 9/6; WARRIOR Arms 9/4; MONK Brewmaster 7/6; WARLOCK Demonology 7/6; DEATHKNIGHT Unholy 6/6; PRIEST Holy 6/5; WARLOCK Destruction 6/2; DRUID Feral 4/2; MAGE Arcane 4/4; DEATHKNIGHT Frost 3/2; MONK Mistweaver 3/1; PALADIN Protection 3/2; PRIEST Shadow 3/3; ROGUE Assassination 3/3; DEMONHUNTER Vengeance 2/2; DRUID Guardian 2/2; EVOKER Preservation 2/2; SHAMAN Elemental 2/2; SHAMAN Enhancement 2/2; EVOKER Devastation 1/1; HUNTER Survival 1/1; MAGE Fire 1/1; MONK Windwalker 1/1; PRIEST Discipline 1/1; ROGUE Outlaw 1/1; ROGUE Subtlety 1/1; WARRIOR Fury 1/1,224,107,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 224 applications / 107 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|sign of the explorer|471521,Rejected,I want to delete the consumables category altogether
R0558,1266184,Pangolin,addition,ALL,,consumables,HUNTER Beast Mastery 78/4; DEATHKNIGHT Blood 16/2; WARRIOR Fury 14/2; DEATHKNIGHT Unholy 13/3; WARRIOR Arms 13/3; MONK Windwalker 12/2; PALADIN Retribution 12/3; DRUID Guardian 8/1; DEMONHUNTER Havoc 7/1; DEATHKNIGHT Frost 6/1; ROGUE Assassination 6/1; WARRIOR Protection 6/1; DEMONHUNTER Devourer 5/1; MAGE Arcane 5/1; PALADIN Protection 5/1; WARLOCK Destruction 5/1; SHAMAN Enhancement 3/1; DRUID Balance 2/1; DRUID Feral 2/1; HUNTER Marksmanship 2/1; HUNTER Survival 2/1; DRUID Restoration 1/1,223,34,"Applied by 11 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, HUNTER, MAGE, MONK, PALADIN, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 223 applications / 34 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|pangolin|1266184,Rejected,I want to delete the consumables category altogether
R0559,449115,Forged Tenacity,addition,ALL,,consumables,MAGE Frost 65/1; MAGE Arcane 64/3; PALADIN Retribution 27/1; SHAMAN Elemental 27/1; MONK Brewmaster 18/1; WARRIOR Fury 18/1,219,8,"Applied by 5 classes (MAGE, MONK, PALADIN, SHAMAN, WARRIOR) with 219 applications / 8 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|forged tenacity|449115,Rejected,I want to delete the consumables category altogether
R0560,1293326,Tattered Amani War Banner,addition,ALL,,consumables,WARRIOR Arms 58/6; DEATHKNIGHT Unholy 32/3; DRUID Guardian 24/1; HUNTER Beast Mastery 23/4; ROGUE Subtlety 16/1; PALADIN Retribution 14/1; ROGUE Outlaw 14/2; DEATHKNIGHT Frost 13/1; DEATHKNIGHT Blood 12/1; HUNTER Marksmanship 9/1,215,21,"Applied by 6 classes (DEATHKNIGHT, DRUID, HUNTER, PALADIN, ROGUE, WARRIOR) with 215 applications / 21 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|tattered amani war banner|1293326,Rejected,I want to delete the consumables category altogether
R0561,1266182,Bear,addition,ALL,,consumables,HUNTER Beast Mastery 71/3; PALADIN Retribution 15/3; DEATHKNIGHT Unholy 14/3; DEATHKNIGHT Blood 13/2; WARRIOR Arms 11/3; MONK Windwalker 10/2; WARRIOR Fury 8/2; DEMONHUNTER Havoc 7/1; DEATHKNIGHT Frost 6/1; DEMONHUNTER Devourer 6/1; DRUID Guardian 6/1; MAGE Arcane 6/1; WARLOCK Destruction 6/1; WARRIOR Protection 6/1; DRUID Feral 5/1; PALADIN Protection 5/1; HUNTER Survival 4/1; ROGUE Assassination 4/1; SHAMAN Enhancement 2/1; DRUID Balance 1/1; DRUID Restoration 1/1,207,32,"Applied by 11 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, HUNTER, MAGE, MONK, PALADIN, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 207 applications / 32 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|bear|1266182,Rejected,I want to delete the consumables category altogether
